"location","hits","keyword","geo","gprop","date_end"
"Tennessee",41,"covid","US","web","2021-03-21"
"West Virginia",40,"covid","US","web","2021-03-21"
"North Dakota",35,"covid","US","web","2021-03-21"
"Arkansas",35,"covid","US","web","2021-03-21"
"Alabama",35,"covid","US","web","2021-03-21"
"Oklahoma",34,"covid","US","web","2021-03-21"
"Wyoming",32,"covid","US","web","2021-03-21"
"Mississippi",31,"covid","US","web","2021-03-21"
"Louisiana",27,"covid","US","web","2021-03-21"
"Rhode Island",100,"covid","US","web","2021-03-28"
"Vermont",99,"covid","US","web","2021-03-28"
"Massachusetts",99,"covid","US","web","2021-03-28"
"New Jersey",97,"covid","US","web","2021-03-28"
"Connecticut",90,"covid","US","web","2021-03-28"
"New Hampshire",85,"covid","US","web","2021-03-28"
"Michigan",84,"covid","US","web","2021-03-28"
"Minnesota",81,"covid","US","web","2021-03-28"
"Hawaii",80,"covid","US","web","2021-03-28"
"Delaware",79,"covid","US","web","2021-03-28"
"Maine",78,"covid","US","web","2021-03-28"
"New York",77,"covid","US","web","2021-03-28"
"Pennsylvania",77,"covid","US","web","2021-03-28"
"Arizona",74,"covid","US","web","2021-03-28"
"Colorado",74,"covid","US","web","2021-03-28"
"Illinois",73,"covid","US","web","2021-03-28"
"Maryland",71,"covid","US","web","2021-03-28"
"Wisconsin",70,"covid","US","web","2021-03-28"
"Florida",68,"covid","US","web","2021-03-28"
"Washington",67,"covid","US","web","2021-03-28"
"California",66,"covid","US","web","2021-03-28"
"Utah",66,"covid","US","web","2021-03-28"
"Ohio",66,"covid","US","web","2021-03-28"
"Montana",63,"covid","US","web","2021-03-28"
"Virginia",63,"covid","US","web","2021-03-28"
"Nebraska",63,"covid","US","web","2021-03-28"
"Oregon",59,"covid","US","web","2021-03-28"
"Iowa",59,"covid","US","web","2021-03-28"
"Georgia",55,"covid","US","web","2021-03-28"
"South Dakota",55,"covid","US","web","2021-03-28"
"New Mexico",53,"covid","US","web","2021-03-28"
"Alaska",53,"covid","US","web","2021-03-28"
"Texas",53,"covid","US","web","2021-03-28"
"North Carolina",52,"covid","US","web","2021-03-28"
"Indiana",52,"covid","US","web","2021-03-28"
"Idaho",49,"covid","US","web","2021-03-28"
"Kansas",48,"covid","US","web","2021-03-28"
"South Carolina",48,"covid","US","web","2021-03-28"
"Nevada",48,"covid","US","web","2021-03-28"
"Tennessee",48,"covid","US","web","2021-03-28"
"West Virginia",48,"covid","US","web","2021-03-28"
"Missouri",47,"covid","US","web","2021-03-28"
"Kentucky",46,"covid","US","web","2021-03-28"
"North Dakota",45,"covid","US","web","2021-03-28"
"Wyoming",44,"covid","US","web","2021-03-28"
"Alabama",42,"covid","US","web","2021-03-28"
"Oklahoma",38,"covid","US","web","2021-03-28"
"Louisiana",34,"covid","US","web","2021-03-28"
"Arkansas",32,"covid","US","web","2021-03-28"
"Mississippi",31,"covid","US","web","2021-03-28"
