"location","hits","keyword","geo","gprop","date_end"
"South Carolina",36,"covid","US","web","2020-10-11"
"Georgia",34,"covid","US","web","2020-10-11"
"Alabama",30,"covid","US","web","2020-10-11"
"Louisiana",25,"covid","US","web","2020-10-11"
"Mississippi",24,"covid","US","web","2020-10-11"
"Montana",100,"covid","US","web","2020-10-18"
"North Dakota",97,"covid","US","web","2020-10-18"
"Vermont",86,"covid","US","web","2020-10-18"
"South Dakota",83,"covid","US","web","2020-10-18"
"Wisconsin",81,"covid","US","web","2020-10-18"
"New Mexico",80,"covid","US","web","2020-10-18"
"Alaska",75,"covid","US","web","2020-10-18"
"Nebraska",68,"covid","US","web","2020-10-18"
"Utah",66,"covid","US","web","2020-10-18"
"Rhode Island",65,"covid","US","web","2020-10-18"
"Minnesota",64,"covid","US","web","2020-10-18"
"New Hampshire",64,"covid","US","web","2020-10-18"
"Wyoming",63,"covid","US","web","2020-10-18"
"Massachusetts",62,"covid","US","web","2020-10-18"
"Idaho",60,"covid","US","web","2020-10-18"
"Colorado",60,"covid","US","web","2020-10-18"
"Connecticut",58,"covid","US","web","2020-10-18"
"Maine",57,"covid","US","web","2020-10-18"
"Illinois",56,"covid","US","web","2020-10-18"
"Hawaii",54,"covid","US","web","2020-10-18"
"Iowa",53,"covid","US","web","2020-10-18"
"Michigan",51,"covid","US","web","2020-10-18"
"West Virginia",50,"covid","US","web","2020-10-18"
"Indiana",49,"covid","US","web","2020-10-18"
"Kentucky",48,"covid","US","web","2020-10-18"
"Missouri",48,"covid","US","web","2020-10-18"
"Oregon",47,"covid","US","web","2020-10-18"
"Ohio",47,"covid","US","web","2020-10-18"
"New Jersey",46,"covid","US","web","2020-10-18"
"Washington",45,"covid","US","web","2020-10-18"
"Kansas",43,"covid","US","web","2020-10-18"
"Oklahoma",43,"covid","US","web","2020-10-18"
"New York",42,"covid","US","web","2020-10-18"
"Virginia",42,"covid","US","web","2020-10-18"
"Arizona",42,"covid","US","web","2020-10-18"
"Delaware",42,"covid","US","web","2020-10-18"
"Pennsylvania",41,"covid","US","web","2020-10-18"
"California",40,"covid","US","web","2020-10-18"
"Tennessee",40,"covid","US","web","2020-10-18"
"Maryland",39,"covid","US","web","2020-10-18"
"Arkansas",39,"covid","US","web","2020-10-18"
"Florida",39,"covid","US","web","2020-10-18"
"Texas",38,"covid","US","web","2020-10-18"
"North Carolina",38,"covid","US","web","2020-10-18"
"Nevada",36,"covid","US","web","2020-10-18"
"Alabama",34,"covid","US","web","2020-10-18"
"Georgia",33,"covid","US","web","2020-10-18"
"South Carolina",32,"covid","US","web","2020-10-18"
"Mississippi",28,"covid","US","web","2020-10-18"
"Louisiana",26,"covid","US","web","2020-10-18"
"Vermont",100,"covid","US","web","2020-10-25"
"North Dakota",97,"covid","US","web","2020-10-25"
"South Dakota",94,"covid","US","web","2020-10-25"
"Alaska",87,"covid","US","web","2020-10-25"
"Montana",86,"covid","US","web","2020-10-25"
"Rhode Island",85,"covid","US","web","2020-10-25"
"Wisconsin",84,"covid","US","web","2020-10-25"
"New Mexico",83,"covid","US","web","2020-10-25"
"Illinois",77,"covid","US","web","2020-10-25"
"New Hampshire",76,"covid","US","web","2020-10-25"
"Minnesota",74,"covid","US","web","2020-10-25"
"Massachusetts",73,"covid","US","web","2020-10-25"
"Colorado",72,"covid","US","web","2020-10-25"
"Nebraska",71,"covid","US","web","2020-10-25"
"Hawaii",71,"covid","US","web","2020-10-25"
"Utah",71,"covid","US","web","2020-10-25"
"Connecticut",70,"covid","US","web","2020-10-25"
"Idaho",63,"covid","US","web","2020-10-25"
"West Virginia",59,"covid","US","web","2020-10-25"
"Michigan",59,"covid","US","web","2020-10-25"
"Iowa",58,"covid","US","web","2020-10-25"
"Kentucky",58,"covid","US","web","2020-10-25"
"New Jersey",57,"covid","US","web","2020-10-25"
"Maine",56,"covid","US","web","2020-10-25"
"Wyoming",55,"covid","US","web","2020-10-25"
"Ohio",55,"covid","US","web","2020-10-25"
"Indiana",53,"covid","US","web","2020-10-25"
"Washington",51,"covid","US","web","2020-10-25"
"Pennsylvania",50,"covid","US","web","2020-10-25"
"Missouri",50,"covid","US","web","2020-10-25"
"Oregon",50,"covid","US","web","2020-10-25"
"Arizona",49,"covid","US","web","2020-10-25"
"New York",48,"covid","US","web","2020-10-25"
"Tennessee",48,"covid","US","web","2020-10-25"
"Virginia",47,"covid","US","web","2020-10-25"
"Delaware",45,"covid","US","web","2020-10-25"
"Kansas",44,"covid","US","web","2020-10-25"
"North Carolina",44,"covid","US","web","2020-10-25"
"California",42,"covid","US","web","2020-10-25"
"Nevada",42,"covid","US","web","2020-10-25"
"Maryland",42,"covid","US","web","2020-10-25"
"Texas",42,"covid","US","web","2020-10-25"
"Florida",42,"covid","US","web","2020-10-25"
"Oklahoma",41,"covid","US","web","2020-10-25"
"Arkansas",39,"covid","US","web","2020-10-25"
"South Carolina",37,"covid","US","web","2020-10-25"
"Georgia",34,"covid","US","web","2020-10-25"
"Alabama",32,"covid","US","web","2020-10-25"
"Mississippi",30,"covid","US","web","2020-10-25"
"Louisiana",28,"covid","US","web","2020-10-25"
"Vermont",100,"covid","US","web","2020-11-01"
"South Dakota",97,"covid","US","web","2020-11-01"
"Alaska",92,"covid","US","web","2020-11-01"
"Montana",90,"covid","US","web","2020-11-01"
"Colorado",87,"covid","US","web","2020-11-01"
"Wisconsin",86,"covid","US","web","2020-11-01"
"North Dakota",85,"covid","US","web","2020-11-01"
"Illinois",83,"covid","US","web","2020-11-01"
"Rhode Island",83,"covid","US","web","2020-11-01"
"Minnesota",79,"covid","US","web","2020-11-01"
"New Hampshire",79,"covid","US","web","2020-11-01"
"Utah",77,"covid","US","web","2020-11-01"
"Connecticut",76,"covid","US","web","2020-11-01"
"Massachusetts",74,"covid","US","web","2020-11-01"
"Maine",72,"covid","US","web","2020-11-01"
"New Mexico",68,"covid","US","web","2020-11-01"
"Nebraska",68,"covid","US","web","2020-11-01"
"Michigan",67,"covid","US","web","2020-11-01"
"Iowa",62,"covid","US","web","2020-11-01"
"Ohio",61,"covid","US","web","2020-11-01"
"Idaho",60,"covid","US","web","2020-11-01"
"Hawaii",60,"covid","US","web","2020-11-01"
"Kentucky",59,"covid","US","web","2020-11-01"
"Oregon",57,"covid","US","web","2020-11-01"
"Indiana",57,"covid","US","web","2020-11-01"
"West Virginia",57,"covid","US","web","2020-11-01"
"New Jersey",56,"covid","US","web","2020-11-01"
"Wyoming",56,"covid","US","web","2020-11-01"
"Washington",54,"covid","US","web","2020-11-01"
"Arizona",52,"covid","US","web","2020-11-01"
"Missouri",51,"covid","US","web","2020-11-01"
"Pennsylvania",50,"covid","US","web","2020-11-01"
"Kansas",47,"covid","US","web","2020-11-01"
"New York",46,"covid","US","web","2020-11-01"
"Tennessee",46,"covid","US","web","2020-11-01"
"Nevada",44,"covid","US","web","2020-11-01"
"Maryland",44,"covid","US","web","2020-11-01"
"California",43,"covid","US","web","2020-11-01"
"Virginia",42,"covid","US","web","2020-11-01"
"Delaware",41,"covid","US","web","2020-11-01"
"Florida",40,"covid","US","web","2020-11-01"
"Texas",40,"covid","US","web","2020-11-01"
"North Carolina",40,"covid","US","web","2020-11-01"
"South Carolina",38,"covid","US","web","2020-11-01"
"Arkansas",36,"covid","US","web","2020-11-01"
"Oklahoma",35,"covid","US","web","2020-11-01"
"Georgia",33,"covid","US","web","2020-11-01"
"Alabama",27,"covid","US","web","2020-11-01"
"Mississippi",24,"covid","US","web","2020-11-01"
"Louisiana",22,"covid","US","web","2020-11-01"
"Colorado",100,"covid","US","web","2020-11-08"
"Minnesota",99,"covid","US","web","2020-11-08"
"North Dakota",91,"covid","US","web","2020-11-08"
"Connecticut",89,"covid","US","web","2020-11-08"
"Iowa",87,"covid","US","web","2020-11-08"
"South Dakota",86,"covid","US","web","2020-11-08"
"Rhode Island",86,"covid","US","web","2020-11-08"
"Montana",85,"covid","US","web","2020-11-08"
"New Mexico",84,"covid","US","web","2020-11-08"
"Illinois",84,"covid","US","web","2020-11-08"
"Maine",83,"covid","US","web","2020-11-08"
"Nebraska",80,"covid","US","web","2020-11-08"
"Wisconsin",80,"covid","US","web","2020-11-08"
"Vermont",79,"covid","US","web","2020-11-08"
"New Hampshire",77,"covid","US","web","2020-11-08"
"Michigan",77,"covid","US","web","2020-11-08"
"Massachusetts",77,"covid","US","web","2020-11-08"
"Alaska",75,"covid","US","web","2020-11-08"
"Utah",73,"covid","US","web","2020-11-08"
"Hawaii",68,"covid","US","web","2020-11-08"
"Wyoming",68,"covid","US","web","2020-11-08"
"Indiana",66,"covid","US","web","2020-11-08"
"Kansas",66,"covid","US","web","2020-11-08"
"New Jersey",61,"covid","US","web","2020-11-08"
"Kentucky",61,"covid","US","web","2020-11-08"
"Idaho",60,"covid","US","web","2020-11-08"
"West Virginia",60,"covid","US","web","2020-11-08"
"Missouri",60,"covid","US","web","2020-11-08"
"Ohio",58,"covid","US","web","2020-11-08"
"Oregon",54,"covid","US","web","2020-11-08"
"Oklahoma",53,"covid","US","web","2020-11-08"
"Arizona",53,"covid","US","web","2020-11-08"
"Delaware",52,"covid","US","web","2020-11-08"
"Washington",51,"covid","US","web","2020-11-08"
"Maryland",51,"covid","US","web","2020-11-08"
"Pennsylvania",49,"covid","US","web","2020-11-08"
"Nevada",47,"covid","US","web","2020-11-08"
"New York",47,"covid","US","web","2020-11-08"
"Tennessee",47,"covid","US","web","2020-11-08"
"Texas",46,"covid","US","web","2020-11-08"
"Arkansas",44,"covid","US","web","2020-11-08"
"Virginia",44,"covid","US","web","2020-11-08"
"California",40,"covid","US","web","2020-11-08"
"Florida",40,"covid","US","web","2020-11-08"
"North Carolina",38,"covid","US","web","2020-11-08"
"South Carolina",35,"covid","US","web","2020-11-08"
"Georgia",33,"covid","US","web","2020-11-08"
"Alabama",29,"covid","US","web","2020-11-08"
"Mississippi",26,"covid","US","web","2020-11-08"
"Louisiana",26,"covid","US","web","2020-11-08"
"Vermont",100,"covid","US","web","2020-11-15"
"Minnesota",79,"covid","US","web","2020-11-15"
"Alaska",72,"covid","US","web","2020-11-15"
"Utah",71,"covid","US","web","2020-11-15"
"North Dakota",69,"covid","US","web","2020-11-15"
"Montana",68,"covid","US","web","2020-11-15"
"Colorado",67,"covid","US","web","2020-11-15"
"New Mexico",66,"covid","US","web","2020-11-15"
"Iowa",63,"covid","US","web","2020-11-15"
"Illinois",63,"covid","US","web","2020-11-15"
"Connecticut",63,"covid","US","web","2020-11-15"
"Maine",62,"covid","US","web","2020-11-15"
"South Dakota",60,"covid","US","web","2020-11-15"
"Wisconsin",60,"covid","US","web","2020-11-15"
"Rhode Island",60,"covid","US","web","2020-11-15"
"Nebraska",59,"covid","US","web","2020-11-15"
"New Hampshire",59,"covid","US","web","2020-11-15"
"Michigan",59,"covid","US","web","2020-11-15"
"Wyoming",57,"covid","US","web","2020-11-15"
"Indiana",55,"covid","US","web","2020-11-15"
"Ohio",54,"covid","US","web","2020-11-15"
"Oregon",53,"covid","US","web","2020-11-15"
"Washington",53,"covid","US","web","2020-11-15"
"Massachusetts",50,"covid","US","web","2020-11-15"
"New Jersey",50,"covid","US","web","2020-11-15"
"West Virginia",50,"covid","US","web","2020-11-15"
"Kansas",49,"covid","US","web","2020-11-15"
"Idaho",49,"covid","US","web","2020-11-15"
"Missouri",49,"covid","US","web","2020-11-15"
"Delaware",48,"covid","US","web","2020-11-15"
"Pennsylvania",47,"covid","US","web","2020-11-15"
"Maryland",46,"covid","US","web","2020-11-15"
"Oklahoma",44,"covid","US","web","2020-11-15"
"Hawaii",44,"covid","US","web","2020-11-15"
"New York",44,"covid","US","web","2020-11-15"
"Nevada",42,"covid","US","web","2020-11-15"
"Kentucky",41,"covid","US","web","2020-11-15"
"Arizona",40,"covid","US","web","2020-11-15"
"Virginia",38,"covid","US","web","2020-11-15"
"California",37,"covid","US","web","2020-11-15"
"Tennessee",37,"covid","US","web","2020-11-15"
"Texas",34,"covid","US","web","2020-11-15"
"Arkansas",34,"covid","US","web","2020-11-15"
"Florida",30,"covid","US","web","2020-11-15"
"North Carolina",29,"covid","US","web","2020-11-15"
"Georgia",27,"covid","US","web","2020-11-15"
"South Carolina",25,"covid","US","web","2020-11-15"
"Alabama",25,"covid","US","web","2020-11-15"
"Louisiana",24,"covid","US","web","2020-11-15"
"Mississippi",21,"covid","US","web","2020-11-15"
"Colorado",100,"covid","US","web","2020-11-22"
"Vermont",99,"covid","US","web","2020-11-22"
"Minnesota",96,"covid","US","web","2020-11-22"
"New Mexico",83,"covid","US","web","2020-11-22"
"Alaska",80,"covid","US","web","2020-11-22"
"Wyoming",79,"covid","US","web","2020-11-22"
"Rhode Island",78,"covid","US","web","2020-11-22"
"Montana",77,"covid","US","web","2020-11-22"
"Connecticut",77,"covid","US","web","2020-11-22"
"New Hampshire",75,"covid","US","web","2020-11-22"
"Maine",73,"covid","US","web","2020-11-22"
"Pennsylvania",73,"covid","US","web","2020-11-22"
"Illinois",72,"covid","US","web","2020-11-22"
"Delaware",71,"covid","US","web","2020-11-22"
"South Dakota",70,"covid","US","web","2020-11-22"
"North Dakota",69,"covid","US","web","2020-11-22"
"Ohio",69,"covid","US","web","2020-11-22"
"Washington",68,"covid","US","web","2020-11-22"
"Wisconsin",68,"covid","US","web","2020-11-22"
"Iowa",67,"covid","US","web","2020-11-22"
"Massachusetts",66,"covid","US","web","2020-11-22"
"Indiana",66,"covid","US","web","2020-11-22"
"New Jersey",66,"covid","US","web","2020-11-22"
"Michigan",66,"covid","US","web","2020-11-22"
"Nebraska",65,"covid","US","web","2020-11-22"
"Utah",65,"covid","US","web","2020-11-22"
"Kentucky",64,"covid","US","web","2020-11-22"
"West Virginia",64,"covid","US","web","2020-11-22"
"Oregon",63,"covid","US","web","2020-11-22"
"Kansas",62,"covid","US","web","2020-11-22"
"Maryland",60,"covid","US","web","2020-11-22"
"Nevada",60,"covid","US","web","2020-11-22"
"Idaho",60,"covid","US","web","2020-11-22"
"Missouri",59,"covid","US","web","2020-11-22"
"California",57,"covid","US","web","2020-11-22"
"New York",57,"covid","US","web","2020-11-22"
"Arizona",57,"covid","US","web","2020-11-22"
"Hawaii",56,"covid","US","web","2020-11-22"
"Virginia",54,"covid","US","web","2020-11-22"
"Oklahoma",54,"covid","US","web","2020-11-22"
"Tennessee",49,"covid","US","web","2020-11-22"
"Texas",44,"covid","US","web","2020-11-22"
"Arkansas",44,"covid","US","web","2020-11-22"
"North Carolina",43,"covid","US","web","2020-11-22"
"Florida",43,"covid","US","web","2020-11-22"
"South Carolina",38,"covid","US","web","2020-11-22"
"Georgia",37,"covid","US","web","2020-11-22"
"Alabama",33,"covid","US","web","2020-11-22"
"Louisiana",33,"covid","US","web","2020-11-22"
"Mississippi",30,"covid","US","web","2020-11-22"
"Vermont",100,"covid","US","web","2020-11-29"
"New Mexico",94,"covid","US","web","2020-11-29"
"Colorado",91,"covid","US","web","2020-11-29"
"Minnesota",91,"covid","US","web","2020-11-29"
"Rhode Island",87,"covid","US","web","2020-11-29"
"Alaska",87,"covid","US","web","2020-11-29"
"South Dakota",86,"covid","US","web","2020-11-29"
"New Hampshire",85,"covid","US","web","2020-11-29"
"Maine",82,"covid","US","web","2020-11-29"
"Connecticut",80,"covid","US","web","2020-11-29"
"Pennsylvania",79,"covid","US","web","2020-11-29"
"Massachusetts",77,"covid","US","web","2020-11-29"
"Wyoming",75,"covid","US","web","2020-11-29"
"Ohio",75,"covid","US","web","2020-11-29"
"Delaware",75,"covid","US","web","2020-11-29"
"Nevada",73,"covid","US","web","2020-11-29"
"Montana",72,"covid","US","web","2020-11-29"
"Arizona",72,"covid","US","web","2020-11-29"
"Oregon",72,"covid","US","web","2020-11-29"
"West Virginia",71,"covid","US","web","2020-11-29"
"Utah",71,"covid","US","web","2020-11-29"
"North Dakota",71,"covid","US","web","2020-11-29"
"New Jersey",69,"covid","US","web","2020-11-29"
"California",69,"covid","US","web","2020-11-29"
"Nebraska",69,"covid","US","web","2020-11-29"
"Indiana",68,"covid","US","web","2020-11-29"
"Maryland",67,"covid","US","web","2020-11-29"
"Michigan",66,"covid","US","web","2020-11-29"
"Wisconsin",66,"covid","US","web","2020-11-29"
"Hawaii",66,"covid","US","web","2020-11-29"
"New York",66,"covid","US","web","2020-11-29"
"Illinois",65,"covid","US","web","2020-11-29"
"Washington",64,"covid","US","web","2020-11-29"
"Kentucky",63,"covid","US","web","2020-11-29"
"Iowa",63,"covid","US","web","2020-11-29"
"Idaho",62,"covid","US","web","2020-11-29"
"Kansas",60,"covid","US","web","2020-11-29"
"Virginia",59,"covid","US","web","2020-11-29"
"Oklahoma",57,"covid","US","web","2020-11-29"
"Tennessee",56,"covid","US","web","2020-11-29"
"Missouri",56,"covid","US","web","2020-11-29"
"North Carolina",55,"covid","US","web","2020-11-29"
"Florida",54,"covid","US","web","2020-11-29"
"Texas",50,"covid","US","web","2020-11-29"
"Arkansas",49,"covid","US","web","2020-11-29"
"Georgia",46,"covid","US","web","2020-11-29"
"South Carolina",44,"covid","US","web","2020-11-29"
"Louisiana",44,"covid","US","web","2020-11-29"
"Alabama",43,"covid","US","web","2020-11-29"
"Mississippi",35,"covid","US","web","2020-11-29"
"Vermont",100,"covid","US","web","2020-12-06"
"Rhode Island",86,"covid","US","web","2020-12-06"
"New Hampshire",81,"covid","US","web","2020-12-06"
"Massachusetts",79,"covid","US","web","2020-12-06"
"California",75,"covid","US","web","2020-12-06"
"Minnesota",74,"covid","US","web","2020-12-06"
"Montana",74,"covid","US","web","2020-12-06"
"Colorado",73,"covid","US","web","2020-12-06"
"Maine",72,"covid","US","web","2020-12-06"
"Oregon",71,"covid","US","web","2020-12-06"
"Arizona",70,"covid","US","web","2020-12-06"
"Alaska",70,"covid","US","web","2020-12-06"
"Connecticut",69,"covid","US","web","2020-12-06"
"New Mexico",69,"covid","US","web","2020-12-06"
"Pennsylvania",67,"covid","US","web","2020-12-06"
"Delaware",67,"covid","US","web","2020-12-06"
"Nevada",67,"covid","US","web","2020-12-06"
"West Virginia",66,"covid","US","web","2020-12-06"
"Ohio",66,"covid","US","web","2020-12-06"
"New Jersey",65,"covid","US","web","2020-12-06"
"Idaho",64,"covid","US","web","2020-12-06"
"Washington",63,"covid","US","web","2020-12-06"
"Wyoming",63,"covid","US","web","2020-12-06"
"South Dakota",63,"covid","US","web","2020-12-06"
"Utah",60,"covid","US","web","2020-12-06"
"Indiana",60,"covid","US","web","2020-12-06"
"North Dakota",59,"covid","US","web","2020-12-06"
"Illinois",59,"covid","US","web","2020-12-06"
"New York",59,"covid","US","web","2020-12-06"
"Maryland",58,"covid","US","web","2020-12-06"
"Nebraska",58,"covid","US","web","2020-12-06"
"Michigan",57,"covid","US","web","2020-12-06"
"Kentucky",57,"covid","US","web","2020-12-06"
"Hawaii",56,"covid","US","web","2020-12-06"
"Iowa",56,"covid","US","web","2020-12-06"
"Wisconsin",55,"covid","US","web","2020-12-06"
"Oklahoma",55,"covid","US","web","2020-12-06"
"Tennessee",53,"covid","US","web","2020-12-06"
"Virginia",52,"covid","US","web","2020-12-06"
"Kansas",52,"covid","US","web","2020-12-06"
"North Carolina",50,"covid","US","web","2020-12-06"
"Missouri",49,"covid","US","web","2020-12-06"
"Arkansas",47,"covid","US","web","2020-12-06"
"Texas",47,"covid","US","web","2020-12-06"
"Florida",44,"covid","US","web","2020-12-06"
"South Carolina",43,"covid","US","web","2020-12-06"
"Alabama",42,"covid","US","web","2020-12-06"
"Georgia",41,"covid","US","web","2020-12-06"
"Mississippi",38,"covid","US","web","2020-12-06"
"Louisiana",36,"covid","US","web","2020-12-06"
"Rhode Island",100,"covid","US","web","2020-12-13"
"Pennsylvania",97,"covid","US","web","2020-12-13"
"New Hampshire",96,"covid","US","web","2020-12-13"
"Massachusetts",93,"covid","US","web","2020-12-13"
"California",90,"covid","US","web","2020-12-13"
"Maine",88,"covid","US","web","2020-12-13"
"Arizona",87,"covid","US","web","2020-12-13"
"Delaware",87,"covid","US","web","2020-12-13"
"Vermont",85,"covid","US","web","2020-12-13"
"Connecticut",85,"covid","US","web","2020-12-13"
"West Virginia",85,"covid","US","web","2020-12-13"
"Alaska",84,"covid","US","web","2020-12-13"
"Montana",81,"covid","US","web","2020-12-13"
"Oregon",80,"covid","US","web","2020-12-13"
"Minnesota",79,"covid","US","web","2020-12-13"
"Wyoming",78,"covid","US","web","2020-12-13"
"Washington",78,"covid","US","web","2020-12-13"
"Nevada",75,"covid","US","web","2020-12-13"
"Maryland",75,"covid","US","web","2020-12-13"
"New Jersey",74,"covid","US","web","2020-12-13"
"Colorado",74,"covid","US","web","2020-12-13"
"Ohio",73,"covid","US","web","2020-12-13"
"Virginia",72,"covid","US","web","2020-12-13"
"New Mexico",72,"covid","US","web","2020-12-13"
"Indiana",71,"covid","US","web","2020-12-13"
"Hawaii",71,"covid","US","web","2020-12-13"
"South Dakota",70,"covid","US","web","2020-12-13"
"Utah",69,"covid","US","web","2020-12-13"
"North Dakota",68,"covid","US","web","2020-12-13"
"Illinois",67,"covid","US","web","2020-12-13"
"North Carolina",67,"covid","US","web","2020-12-13"
"Tennessee",66,"covid","US","web","2020-12-13"
"New York",66,"covid","US","web","2020-12-13"
"Idaho",65,"covid","US","web","2020-12-13"
"Michigan",65,"covid","US","web","2020-12-13"
"Wisconsin",63,"covid","US","web","2020-12-13"
"Missouri",62,"covid","US","web","2020-12-13"
"Oklahoma",62,"covid","US","web","2020-12-13"
"Nebraska",62,"covid","US","web","2020-12-13"
"South Carolina",60,"covid","US","web","2020-12-13"
"Arkansas",59,"covid","US","web","2020-12-13"
"Kentucky",59,"covid","US","web","2020-12-13"
"Kansas",58,"covid","US","web","2020-12-13"
"Iowa",57,"covid","US","web","2020-12-13"
"Texas",57,"covid","US","web","2020-12-13"
"Georgia",54,"covid","US","web","2020-12-13"
"Alabama",54,"covid","US","web","2020-12-13"
"Florida",52,"covid","US","web","2020-12-13"
"Mississippi",48,"covid","US","web","2020-12-13"
"Louisiana",47,"covid","US","web","2020-12-13"
"Vermont",100,"covid","US","web","2020-12-20"
"California",89,"covid","US","web","2020-12-20"
"Massachusetts",82,"covid","US","web","2020-12-20"
"New Hampshire",80,"covid","US","web","2020-12-20"
"Rhode Island",79,"covid","US","web","2020-12-20"
"Arizona",79,"covid","US","web","2020-12-20"
"Maine",75,"covid","US","web","2020-12-20"
"Delaware",75,"covid","US","web","2020-12-20"
"West Virginia",74,"covid","US","web","2020-12-20"
"Tennessee",74,"covid","US","web","2020-12-20"
"Minnesota",73,"covid","US","web","2020-12-20"
"New Mexico",72,"covid","US","web","2020-12-20"
"South Dakota",72,"covid","US","web","2020-12-20"
"Alaska",71,"covid","US","web","2020-12-20"
"Oregon",71,"covid","US","web","2020-12-20"
"Montana",69,"covid","US","web","2020-12-20"
"Connecticut",69,"covid","US","web","2020-12-20"
"Colorado",68,"covid","US","web","2020-12-20"
"Washington",65,"covid","US","web","2020-12-20"
"Hawaii",65,"covid","US","web","2020-12-20"
"Pennsylvania",64,"covid","US","web","2020-12-20"
"Nevada",64,"covid","US","web","2020-12-20"
"Indiana",63,"covid","US","web","2020-12-20"
"Ohio",63,"covid","US","web","2020-12-20"
"Kansas",62,"covid","US","web","2020-12-20"
"North Carolina",62,"covid","US","web","2020-12-20"
"Utah",62,"covid","US","web","2020-12-20"
"Oklahoma",61,"covid","US","web","2020-12-20"
"Arkansas",61,"covid","US","web","2020-12-20"
"New York",61,"covid","US","web","2020-12-20"
"Illinois",61,"covid","US","web","2020-12-20"
"North Dakota",60,"covid","US","web","2020-12-20"
"New Jersey",60,"covid","US","web","2020-12-20"
"Wyoming",60,"covid","US","web","2020-12-20"
"Idaho",60,"covid","US","web","2020-12-20"
"Nebraska",60,"covid","US","web","2020-12-20"
"Georgia",60,"covid","US","web","2020-12-20"
"Virginia",59,"covid","US","web","2020-12-20"
"Maryland",59,"covid","US","web","2020-12-20"
"Kentucky",59,"covid","US","web","2020-12-20"
"Michigan",58,"covid","US","web","2020-12-20"
"South Carolina",58,"covid","US","web","2020-12-20"
"Texas",58,"covid","US","web","2020-12-20"
"Florida",57,"covid","US","web","2020-12-20"
"Iowa",57,"covid","US","web","2020-12-20"
"Alabama",56,"covid","US","web","2020-12-20"
"Wisconsin",56,"covid","US","web","2020-12-20"
"Missouri",54,"covid","US","web","2020-12-20"
"Mississippi",48,"covid","US","web","2020-12-20"
"Louisiana",43,"covid","US","web","2020-12-20"
"California",100,"covid","US","web","2020-12-27"
"Rhode Island",92,"covid","US","web","2020-12-27"
"Massachusetts",91,"covid","US","web","2020-12-27"
"New Hampshire",90,"covid","US","web","2020-12-27"
"Arizona",89,"covid","US","web","2020-12-27"
"Vermont",87,"covid","US","web","2020-12-27"
"Connecticut",86,"covid","US","web","2020-12-27"
"Tennessee",84,"covid","US","web","2020-12-27"
"New Mexico",82,"covid","US","web","2020-12-27"
"West Virginia",80,"covid","US","web","2020-12-27"
"Maine",76,"covid","US","web","2020-12-27"
"New Jersey",76,"covid","US","web","2020-12-27"
"Delaware",75,"covid","US","web","2020-12-27"
"Hawaii",74,"covid","US","web","2020-12-27"
"New York",74,"covid","US","web","2020-12-27"
"Pennsylvania",73,"covid","US","web","2020-12-27"
"Colorado",73,"covid","US","web","2020-12-27"
"North Dakota",72,"covid","US","web","2020-12-27"
"Texas",72,"covid","US","web","2020-12-27"
"South Carolina",71,"covid","US","web","2020-12-27"
"Georgia",71,"covid","US","web","2020-12-27"
"North Carolina",71,"covid","US","web","2020-12-27"
"Minnesota",70,"covid","US","web","2020-12-27"
"South Dakota",70,"covid","US","web","2020-12-27"
"Oklahoma",69,"covid","US","web","2020-12-27"
"Washington",68,"covid","US","web","2020-12-27"
"Wisconsin",68,"covid","US","web","2020-12-27"
"Arkansas",68,"covid","US","web","2020-12-27"
"Nevada",68,"covid","US","web","2020-12-27"
"Indiana",68,"covid","US","web","2020-12-27"
"Virginia",68,"covid","US","web","2020-12-27"
"Utah",68,"covid","US","web","2020-12-27"
"Montana",67,"covid","US","web","2020-12-27"
"Wyoming",67,"covid","US","web","2020-12-27"
"Oregon",67,"covid","US","web","2020-12-27"
"Florida",66,"covid","US","web","2020-12-27"
"Maryland",65,"covid","US","web","2020-12-27"
"Ohio",65,"covid","US","web","2020-12-27"
"Illinois",64,"covid","US","web","2020-12-27"
"Alaska",64,"covid","US","web","2020-12-27"
"Alabama",63,"covid","US","web","2020-12-27"
"Missouri",62,"covid","US","web","2020-12-27"
"Kentucky",61,"covid","US","web","2020-12-27"
"Kansas",61,"covid","US","web","2020-12-27"
"Michigan",61,"covid","US","web","2020-12-27"
"Nebraska",59,"covid","US","web","2020-12-27"
"Idaho",58,"covid","US","web","2020-12-27"
"Mississippi",57,"covid","US","web","2020-12-27"
"Iowa",54,"covid","US","web","2020-12-27"
"Louisiana",48,"covid","US","web","2020-12-27"
"California",100,"covid","US","web","2021-01-03"
"Vermont",99,"covid","US","web","2021-01-03"
"Arizona",98,"covid","US","web","2021-01-03"
"Massachusetts",96,"covid","US","web","2021-01-03"
"West Virginia",91,"covid","US","web","2021-01-03"
"Florida",89,"covid","US","web","2021-01-03"
"Connecticut",87,"covid","US","web","2021-01-03"
"Rhode Island",87,"covid","US","web","2021-01-03"
"New Hampshire",87,"covid","US","web","2021-01-03"
"Delaware",86,"covid","US","web","2021-01-03"
"Maine",85,"covid","US","web","2021-01-03"
"Texas",84,"covid","US","web","2021-01-03"
"New York",84,"covid","US","web","2021-01-03"
"New Jersey",83,"covid","US","web","2021-01-03"
"Tennessee",82,"covid","US","web","2021-01-03"
"Colorado",82,"covid","US","web","2021-01-03"
"Utah",81,"covid","US","web","2021-01-03"
"New Mexico",80,"covid","US","web","2021-01-03"
